domain,oaire_result_type,works
tsp.techscience.com,publication,1
tubdok.tub.tuhh.de,publication,1
tuomov.iki.fi,publication,1
turbomachinery.asmedigitalcollection.asme.org,publication,1
tylerdillonwalker.site123.me,publication,1
ubibliorum.ubi.pt,publication,1
ucris.univie.ac.at,publication,1
uir.ulster.ac.uk,publication,1
ul.qucosa.de,publication,1
umpir.ump.edu.my,publication,1
unora.unior.it,publication,1
upload.wikimedia.org,publication,1
urbantransformations.biomedcentral.com,publication,1
urknall-weltall-leben.de,publication,1
url310.tandfonline.com,publication,1
urlib.net,publication,1
users.cs.duke.edu,publication,1
users.dcc.uchile.cl,publication,1
users.df.uba.ar,publication,1
users.ugent.be,publication,1
users.uoa.gr,publication,1
usm.elsevierpure.com,publication,1
uwspace.uwaterloo.ca,publication,1
vb.bioscientifica.com,publication,1
vb.gamtc.lt,publication,1
veterinaryresearch.biomedcentral.com,publication,1
vetinst.brage.unit.no,publication,1
vision.cs.tum.edu,publication,1
voxeu.org,publication,1
vuir.vu.edu.au,publication,1
vzj.geoscienceworld.org,publication,1
w3.aapm.org,publication,1
walkerlab.berkeley.edu,publication,1
wbldb.lievers.net,publication,1
weakdh.org,publication,1
web-docs.stern.nyu.edu,publication,1
web.cs.du.edu,publication,1
web.holycross.edu,publication,1
web4.library.adelaide.edu.au,publication,1
wes.copernicus.org,publication,1
wg.geschichte.uni-frankfurt.de,publication,1
widmaier-verlag.de,publication,1
wiki-math.univ-mlv.fr,publication,1
wnus.edu.pl,publication,1
worldscientific.com,publication,1
wulixb.iphy.ac.cn,publication,1
wvvw.aaai.org,publication,1
ww.earthobservatory.sg,publication,1
www-astro.physics.ox.ac.uk,publication,1
www-g.eng.cam.ac.uk,publication,1
www-i6.informatik.rwth-aachen.de,publication,1
www-mech.eng.cam.ac.uk,publication,1
www-nature-com.ezp-prod1.hul.harvard.edu,publication,1
www.aacademica.org,publication,1
www.academic.oup.com,publication,1
www.acadsci.fi,publication,1
www.advancesradonc.org,publication,1
www.africabib.org,publication,1
www.agu.org,publication,1
www.aiccon.it,publication,1
www.aidsinfo.nih.gov,publication,1
www.aies-conference.com,publication,1
www.ajconline.org,publication,1
www.ajkd.org,publication,1
www.ajog.org,publication,1
www.ajol.info,publication,1
www.albany.edu,publication,1
www.aldebaran.cz,publication,1
www.alice.cnptia.embrapa.br,publication,1
www.altex.ch,publication,1
www.amrita.edu,publication,1
www.anthro.ox.ac.uk,publication,1
www.anthropocenes.net,publication,1
www.antitraffickingreview.org,publication,1
www.apacenter.com,publication,1
www.archcalc.cnr.it,publication,1
www.architexturez.net,publication,1
www.arec.umd.edu,publication,1
www.arm.ac.uk,publication,1
www.artificial-organs.com,publication,1
www.arvojournals.org,publication,1
www.astronef.eu,publication,1
www.atherosclerosis-journal.com,publication,1
www.atlantis-press.com,publication,1
www.atmos-chem-phys.org,publication,1
www.aut.upt.ro,publication,1
www.autisme-neuchatel.ch,publication,1
www.bankofengland.co.uk,publication,1
www.bbmt.org,publication,1
www.bcb.gov.br,publication,1
www.beilstein-archives.org,publication,1
www.bernoulli-society.org,publication,1
www.bestpracticeobgyn.com,publication,1
www.bethgelab.org,publication,1
www.biblio.ugent.be,publication,1
www.bibliotekabijeljina.rs.ba,publication,1
www.biologie-journal.org,publication,1
www.biomedcentral.eu,publication,1
www.bioone.org,publication,1
www.bmrb.wisc.edu,publication,1
www.bovinetb.info,publication,1
www.btk.fi,publication,1
www.budrich-journals.de,publication,1
www.bundesbank.de,publication,1
www.cancertreatmentreviews.com,publication,1
www.carloalberto.it,publication,1
www.cas-ir.dicp.ac.cn,publication,1
www.cbtm-moulis.com,publication,1
www.ccdc.cam.ac.uk,publication,1
www.ccmar.ualg.pt,publication,1
www.ccs.neu.edu,publication,1
www.cemfi.es,publication,1
www.cepweb.org,publication,1
www.ceu.ox.ac.uk,publication,1
www.cgeh.nl,publication,1
www.chemistryviews.org,publication,1
www.chicagofed.org,publication,1
www.childpsych.theclinics.com,publication,1
www.chinesechemsoc.org,publication,1
www.christian-rossow.de,publication,1
www.cienciasmarinas.com.mx,publication,1
www.cjc-online.ca,publication,1
www.clinbioinfosspa.es,publication,1
www.clinbiomech.com,publication,1
www.clinical-genitourinary-cancer.com,publication,1
www.clinicalnutritionexperimental.com,publication,1
www.clinicaltherapeutics.com,publication,1
www.clinsci.org,publication,1
www.cmapx.polytechnique.fr,publication,1
www.cms.math.ca,publication,1
www.colorado.edu,publication,1
www.columbia.edu,publication,1
www.comsys.rwth-aachen.de,publication,1
www.conservationandsociety.org,publication,1
www.cortex-online.org,publication,1
www.cp.jku.at,publication,1
www.crm.umontreal.ca,publication,1
www.cs.bu.edu,publication,1
www.cs.dartmouth.edu,publication,1
www.cs.iastate.edu,publication,1
www.cs.jhu.edu,publication,1
www.cs.put.poznan.pl,publication,1
www.cs.rpi.edu,publication,1
www.cs.technion.ac.il,publication,1
www.cs.toronto.edu,publication,1
www.cs.uic.edu,publication,1
www.cs.wm.edu,publication,1
www.csm.ox.ac.uk,publication,1
www.cultureunbound.ep.liu.se,publication,1
www.cureus.com,publication,1
www.cypherpunks.ca,publication,1
www.cysticfibrosisjournal.com,publication,1
www.czasopisma.uni.lodz.pl,publication,1
www.dadarivista.com,publication,1
www.dadm.alzdem.com,publication,1
www.datarepository.movebank.org,publication,1
www.db-thueringen.de,publication,1
www.dei.unipd.it,publication,1
www.dementiasplatform.uk,publication,1
www.depositonce.tu-berlin.de,publication,1
www.digila.it,publication,1
www.diss.fu-berlin.de,publication,1
www.diva-portal.se,publication,1
www.diw.de,publication,1
www.dmg.tuwien.ac.at,publication,1
www.dmgt.uz.zgora.pl,publication,1
www.dms.umontreal.ca,publication,1
www.doabooks.org,publication,1
www.doc.ic.ac.uk,publication,1
www.downes.ca,publication,1
www.dtic.mil,publication,1
www.dtic.upf.edu,publication,1
www.e-jla.org,publication,1
www.e-jmd.org,publication,1
www.e3s-conferences.org,publication,1
www.eajm.org,publication,1
www.ebhsoc.org,publication,1
www.ecb.europa.eu,publication,1
www.ecmjournal.org,publication,1
www.econ.au.dk,publication,1
www.econ.hit-u.ac.jp,publication,1
www.econ.pitt.edu,publication,1
www.econ.qmul.ac.uk,publication,1
www.econ.ucla.edu,publication,1
www.econ.umd.edu,publication,1
www.econ.umu.se,publication,1
www.econ.uzh.ch,publication,1
www.economics.ku.dk,publication,1
www.economics.northwestern.edu,publication,1
www.economics.uci.edu,publication,1
www.ehbonline.org,publication,1
www.ehu.es,publication,1
www.eisa-net.org,publication,1
www.ejcancer.com,publication,1
www.eje-online.org,publication,1
www.ejournals.eu,publication,1
www.ejradiology.com,publication,1
www.elibrary.imf.org,publication,1
www.emsec.rub.de,publication,1
www.eng.tau.ac.il,publication,1
www.enpc.fr,publication,1
www.epilepsybehavior.com,publication,1
www.epjquantumtechnology.com,publication,1
www.equinoxpub.com,publication,1
www.esmoiotech.org,publication,1
www.ethox.ox.ac.uk,publication,1
www.etsg.org,publication,1
www.eva.mpg.de,publication,1
www.evodevojournal.com,publication,1
www.facetsjournal.com,publication,1
www.fertstert.org,publication,1
www.few.vu.nl,publication,1
www.fieldexperiments.com,publication,1
www.findanexpert.unimelb.edu.au,publication,1
www.fit.vutbr.cz,publication,1
www.flore.unifi.it,publication,1
www.for2743.uni-bonn.de,publication,1
www.fracturae.com,publication,1
www.freit.org,publication,1
www.fsigenetics.com,publication,1
www.fsxuanlv.com,publication,1
www.gbv.de,publication,1
www.gecem.eu,publication,1
www.gee.gov.pt,publication,1
www.genderopen.de,publication,1
www.geo.uzh.ch,publication,1
www.georgeinstitute.org,publication,1
www.gewina-studium.nl,publication,1
www.giga-hamburg.de,publication,1
www.globalcarbonproject.org,publication,1
www.globalmass.eu,publication,1
www.goedoc.uni-goettingen.de,publication,1
www.google.de,publication,1
www.graphics.rwth-aachen.de,publication,1
www.gruppofrattura.it,publication,1
www.gsb.stanford.edu,publication,1
www.gynecologiconcology-online.net,publication,1
www.heartrhythmopen.com,publication,1
www.hemonc.theclinics.com,publication,1
www.history-culture-modernity.org,publication,1
www.homepages.ucl.ac.uk,publication,1
www.hse.ru,publication,1
www.hss.caltech.edu,publication,1
www.humanistica.be,publication,1
www.i-scholar.in,publication,1
www.i2m.univ-amu.fr,publication,1
www.iac.es,publication,1
www.iapjournals.ac.cn,publication,1
www.id-press.eu,publication,1
www.ideal-ageing.eu,publication,1
www.iges.or.jp,publication,1
www.igier.unibocconi.it,publication,1
www.ijate.net,publication,1
www.ijbs.com,publication,1
www.ijdc.net,publication,1
www.ilasl.org,publication,1
www.imi-n.org,publication,1
www.impactjournals.com,publication,1
www.imsc.res.in,publication,1
www.imus.us.es,publication,1
www.in.tum.de,publication,1
www.inderscience.com,publication,1
www.indiaenvironmentportal.org.in,publication,1
www.ined.fr,publication,1
www.inf.u-szeged.hu,publication,1
www.infinitoteatrodelcosmo.it,publication,1
www.inforsec.org,publication,1
www.inmed.fr,publication,1
www.insight-centre.org,publication,1
www.intelon.org,publication,1
www.ipubli.inserm.fr,publication,1
www.irif.univ-paris-diderot.fr,publication,1
www.iris.sssup.it,publication,1
www.iris.uniroma5.it,publication,1
www.isa-afp.org,publication,1
www.isabellemejean.com,publication,1
www.isct-cytotherapy.org,publication,1
www.isiweb.ee.ethz.ch,publication,1
www.ismrm.org,publication,1
www.iti.illinois.edu,publication,1
www.itl.waw.pl,publication,1
www.iza.org,publication,1
www.jab-fm.com,publication,1
www.jaci-inpractice.org,publication,1
www.jaromirnosal.net,publication,1
www.jaypeedigital.com,publication,1
www.jbasr.com,publication,1
www.jbonneau.com,publication,1
www.jhep-reports.eu,publication,1
www.jhsmr.org,publication,1
www.jipb.net,publication,1
www.jleukbio.org,publication,1
www.jmdjournal.org,publication,1
www.jmmc-online.com,publication,1
www.journals.usp.br,publication,1
www.jrheum.org,publication,1
www.jto.org,publication,1
www.kdd.org,publication,1
www.kerwa.ucr.ac.cr,publication,1
www.kier.kyoto-u.ac.jp,publication,1
www.kth.se,publication,1
www.la-press.com,publication,1
www.laeknabladid.is,publication,1
www.laender-analysen.de,publication,1
www.laeuferpaar.de,publication,1
www.ledevoir.com,publication,1
www.leif.org,publication,1
www.liafa.univ-paris-diderot.fr,publication,1
www.liberal.gr,publication,1
www.liberquarterly.eu,publication,1
www.library.ucg.ie,publication,1
www.light-am.com,publication,1
www.ling.sinica.edu.tw,publication,1
www.lirias.kuleuven.be,publication,1
www.livecomsjournal.org,publication,1
www.logic.at,publication,1
www.lscp.net,publication,1
www.lsmuni.lt,publication,1
www.lsv.ens-cachan.fr,publication,1
www.lucamoroni.it,publication,1
www.lup.lub.lu.se,publication,1
www.lycee-champollion.fr,publication,1
www.ma.huji.ac.il,publication,1
www.maia.ub.es,publication,1
www.manchesteropenhive.com,publication,1
www.marinebiotech.eu,publication,1
www.math.fu-berlin.de,publication,1
www.math.ias.edu,publication,1
www.math.tugraz.at,publication,1
www.math.ubc.ca,publication,1
www.mathjournals.org,publication,1
www.maths.uq.edu.au,publication,1
www.me.phy.cam.ac.uk,publication,1
www.metabolismjournal.com,publication,1
www.metsatieteenaikakauskirja.fi,publication,1
www.mimuw.edu.pl,publication,1
www.mit.edu,publication,1
www.modernlanguagesopen.org,publication,1
www.molmed.org,publication,1
www.mp.pl,publication,1
www.mscand.dk,publication,1
www.nanoscalereslett.com,publication,1
www.nbb.be,publication,1
www.nbp.pl,publication,1
www.ndrs.org.uk,publication,1
www.neliti.com,publication,1
www.netinst.org,publication,1
www.neurobiologyofaging.org,publication,1
www.nmlett.org,publication,1
www.nonlin-processes-geophys-discuss.net,publication,1
www.nonlin-processes-geophys.net,publication,1
www.nrronline.org,publication,1
www.nsu.ru,publication,1
www.ntno.org,publication,1
www.nusod.org,publication,1
www.oatext.com,publication,1
www.obs-gyn.ox.ac.uk,publication,1
www.octru.ox.ac.uk,publication,1
www.olhares.unifesp.br,publication,1
www.omicsonline.org,publication,1
www.ommegaonline.org,publication,1
www.onlinecjc.ca,publication,1
www.open-access.bcu.ac.uk,publication,1
www.openquaternary.com,publication,1
www.origin.www.nature.com,publication,1
www.orsigiorgio.net,publication,1
www.oxcarre.ox.ac.uk,publication,1
www.palgrave.com,publication,1
www.pangaea.de,publication,1
www.parasite-journal.org,publication,1
www.parisschoolofeconomics.eu,publication,1
www.pastglobalchanges.org,publication,1
www.perspectecolconserv.com,publication,1
www.pet.theclinics.com,publication,1
www.phil.muni.cz,publication,1
www.photonics.ethz.ch,publication,1
www.phy.pmf.unizg.hr,publication,1
www.physicamedica.com,publication,1
www.physics.usyd.edu.au,publication,1
www.pks.mpg.de,publication,1
www.plecevo.eu,publication,1
www.praiseworthyprize.org,publication,1
www.princeton.edu,publication,1
www.proc-iahs.net,publication,1
www.psycharchives.org,publication,1
www.pubmed.ncbi.nlm.nih.gov,publication,1
www.pubmedcentral.nih.gov,publication,1
www.pure.unileoben.ac.at,publication,1
www.pwc.com,publication,1
www.qnp.aphys.kth.se,publication,1
www.quadernsdepsicologia.cat,publication,1
www.raiith.iith.ac.in,publication,1
www.rand.org,publication,1
www.rbmojournal.com,publication,1
www.readcube.com,publication,1
www.redalyc.org,publication,1
www.redjournal.org,publication,1
www.refletsdelaphysique.fr,publication,1
www.repositorio.ufop.br,publication,1
www.repository.ubn.ru.nl,publication,1
www.repository.up.ac.za,publication,1
www.research-explorer.app.ist.ac.at,publication,1
www.resmedjournal.com,publication,1
www.resuscitationjournal.com,publication,1
www.revistas.usp.br,publication,1
www.ricam.oeaw.ac.at,publication,1
www.richmondfed.org,publication,1
www.rieti.go.jp,publication,1
www.riuma.uma.es,publication,1
www.rmojs.unina.it,publication,1
www.robots.ox.ac.uk,publication,1
www.rse.anu.edu.au,publication,1
www.samj.org.za,publication,1
www.sav.sk,publication,1
www.sbai.uniroma1.it,publication,1
www.schoeningh.de,publication,1
www.scholarmate.com,publication,1
www.sci2.org,publication,1
www.scielo.org.co,publication,1
www.science-open.com,publication,1
www.sciencespo.fr,publication,1
www.scipost.org,publication,1
www.seas.upenn.edu,publication,1
www.semprag.org,publication,1
www.sfb824.de,publication,1
www.sigma-journal.com,publication,1
www.smrv-journal.com,publication,1
www.soard.org,publication,1
www.soil-discuss.net,publication,1
www.soil-journal.net,publication,1
www.soil-organisms.org,publication,1
www.sp-astronomia.pt,publication,1
www.spatialeconomics.ac.uk,publication,1
www.spcr.nihr.ac.uk,publication,1
www.srl.inf.ethz.ch,publication,1
www.ssbfnet.com,publication,1
www.stabilityjournal.org,publication,1
www.stemcellres.com,publication,1
www.suaire.suanet.ac.tz,publication,1
www.sussex.ac.uk,publication,1
www.sv-jme.eu,publication,1
www.sv-jme.eu?ns_articles_pdf=,publication,1
www.syssec.rub.de,publication,1
www.systemicrisk.ac.uk,publication,1
www.tau.ac.il,publication,1
www.tcd.ie,publication,1
www.tellusb.net,publication,1
www.tesolunion.org,publication,1
www.teunbousema.nl,publication,1
www.thelancetnorway.com,publication,1
www.thersites-journal.de,publication,1
www.tik.uio.no,publication,1
www.tjrms.org,publication,1
www.tomography.org,publication,1
www.touteconomie.org,publication,1
www.ucls.nek.uu.se,publication,1
www.uco.es,publication,1
www.ucviden.dk,publication,1
www.ufopa.edu.br,publication,1
www.uhu.es,publication,1
www.uio.no,publication,1
www.ukras.org,publication,1
www.unav.edu,publication,1
www.uni-marburg.de,publication,1
www.v-dem.net,publication,1
www.vci.rwth-aachen.de,publication,1
www.vdu.lt,publication,1
www.vliz.vlaanderen,publication,1
www.vmsta.org,publication,1
www.volcanotectonics.de,publication,1
www.vr-elibrary.de,publication,1
www.vr.rwth-aachen.de,publication,1
www.wageningenacademic.com,publication,1
www.weather-clim-dynam.net,publication,1
www.westminsterpapers.org,publication,1
www.weylmann.com,publication,1
www.wider.unu.edu,publication,1
www.wiley.com,publication,1
www.wind-energ-sci.net,publication,1
www.wip.ncbi.nlm.nih.gov,publication,1
www.wisdom.weizmann.ac.il,publication,1
www.wjgnet.com,publication,1
www.worldallergyorganizationjournal.org,publication,1
www.york.ac.uk,publication,1
www.youtube.com,publication,1
www.zaguan.unizar.es,publication,1
www.zenodo.eu,publication,1
www0.gsb.columbia.edu,publication,1
www1.mat.uniroma1.it,publication,1
www108.lamp.le.ac.uk,publication,1
www3.stat.sinica.edu.tw,publication,1
wwwbroy.informatik.tu-muenchen.de,publication,1
wwwf.imperial.ac.uk,publication,1
wwwth.mpp.mpg.de,publication,1
wwwusers.di.uniroma1.it,publication,1
xn--archivoespaoldearte-53b.revistas.csic.es,publication,1
xxx.tau.ac.il,publication,1
yacoby.physics.harvard.edu,publication,1
zenodo.net,publication,1
zora.uzh.ch,publication,1
NA,dataset,1
